10008	11947	15
10008	11947	20
10008	11947	27
10008	11947	29
10008	11947	33
10008	11947	34
10008	11947	38
10008	11947	46
10008	11947	50
10008	13835	11
10008	13835	15
10008	13835	21
10008	13835	25
10008	13835	34
10008	13835	38
10008	13835	47
10008	13835	49
10008	13835	50
10008	15982	12
10008	15982	28
10008	15982	43
10008	15982	6
10008	15982	7
10008	15982	7
10008	15982	8
10008	15982	9
10008	16288	11
10008	16288	18
10008	16288	27
10008	16288	27
10008	16288	40
10008	16288	42
10008	16288	43
10008	16288	47
10008	17377	18
10008	17377	24
10008	17377	31
10008	17377	35
10008	17377	42
10008	17377	43
10008	17377	47
10008	17377	5
10008	19162	10
10008	19162	14
10008	19162	26
10008	19162	27
10008	19162	32
10008	19162	41
10008	19162	42
10008	19162	43
10008	19162	44
10008	19162	45
10008	19162	47
10008	19162	7
10008	25445	13
10008	25445	2
10008	25445	2
10008	25445	23
10008	25445	24
10008	25445	28
10008	25445	4
10008	25445	40
10008	25445	44
10008	25445	45
10008	29782	27
10008	29782	30
10008	29782	30
10008	29782	47
10008	29782	8
10008	422	15
10008	422	33
10008	422	33
10008	422	37
10008	422	46
10008	422	49
10008	422	50
10008	422	50
10008	422	50
10008	7182	16
10008	7182	3
10008	7182	30
10008	7182	30
10008	7182	36
10008	7182	36
10008	7182	48
10008	7416	17
10008	7416	30
10008	7416	48
10008	7416	49
10008	7416	49
10008	7416	7
10008	9636	10
10008	9636	2
10008	9636	21
10008	9636	23
10008	9636	30
10008	9636	36
10008	9636	43
10013	10859	28
10013	10859	30
10013	10859	37
10013	10859	39
10013	12630	27
10013	12630	27
10013	12630	34
10013	12630	4
10013	12630	46
10013	14605	1
10013	14605	11
10013	14605	13
10013	14605	18
10013	14605	19
10013	14605	26
10013	14605	37
10013	14605	47
10013	14605	9
10013	22451	24
10013	22451	25
10013	22451	29
10013	22451	3
10013	22928	20
10013	22928	22
10013	22928	28
10013	22928	29
10013	22928	45
10013	2670	10
10013	2670	3
10013	2670	39
10013	2670	41
10013	2670	44
10013	2670	45
10013	2670	48
10013	2670	49
10013	2670	5
10013	2670	6
10013	27145	1
10013	27145	1
10013	27145	18
10013	27145	25
10013	27145	26
10013	27145	30
10013	27145	33
10013	27145	37
10013	27145	39
10013	27145	44
