None	None	0
10008	11947	4869
10008	13835	4869
10008	15982	4328
10008	16288	4328
10008	17377	4328
10008	19162	6492
10008	25445	5410
10008	29782	2705
10008	422	4869
10008	7182	3787
10008	7416	3246
10008	9636	3787
10013	10859	2164
10013	12630	2705
10013	14605	4869
10013	22451	2164
10013	22928	2705
10013	2670	5410
10013	27145	5951
10013	29240	3246
10013	3683	3246
10013	7946	2164
10013	9466	4328
10013	9673	5951
1003	17393	2705
1003	18544	7033
1003	2367	2705
1003	23943	4869
1003	26538	4869
1003	28829	7574
1003	7034	2164
10034	14448	7033
10034	15531	3246
10034	21231	4869
10034	22330	5410
10034	22398	4328
10034	23125	5410
10034	29292	1082
10034	4015	3246
10072	11343	4328
10072	14654	3787
10072	16807	2164
10072	17443	5410
10072	20768	7033
10072	21611	3787
10072	22730	6492
10072	25332	1623
10084	1095	3787
10084	11433	3246
10084	13318	3787
10084	17252	4328
10084	2357	5410
10084	29208	6492
10084	3360	6492
10084	9353	3246
10089	12990	3246
10089	1589	5951
10089	18023	8656
10089	20308	6492
10089	21486	3246
10089	21996	7033
10089	28175	3787
10089	28719	3246
10120	12587	4328
10120	1384	1082
10120	14086	3787
10120	19349	3246
10120	22662	6492
10120	25032	3787
10120	3478	4869
10120	4093	4328
10120	489	6492
10120	6544	5951
10120	7128	3246
1014	19273	3246
1014	21386	3246
1014	22570	3246
1014	23837	3246
1014	25170	2705
1014	25269	2705
1014	29252	5410
1014	6013	1623
1014	6961	1082
10142	12575	1082
10142	15256	3787
10142	15555	4328
10142	17045	1623
10142	18021	7574
10142	22021	4869
10142	26308	3246
10142	26867	2705
10142	316	5410
10149	14105	2164
10149	15093	4328
10149	20482	3246
10149	21514	6492
10149	21992	5410
10149	2397	4869
10149	28922	4869
10149	29988	2164
10149	9263	4328
10165	12530	2164
10165	13108	2164
10165	1348	5951
10165	15543	4869
10165	18279	5951
10165	27153	2164
10165	28517	6492
10165	29413	4328
10165	3992	2705
10165	4145	2164
10165	4158	3246
10165	4211	3246
10165	9746	4328
10236	13288	5951
10236	1565	3787
10236	16116	4328
10236	17509	3787
10236	17577	3787
10236	21129	4869
10236	22762	5410
10236	28639	3787
10236	5764	7574
10265	10540	3787
10265	11633	2705
10265	14835	3246
10265	22212	4328
10265	22618	2705
10265	24519	2705
10265	24940	3787
10265	26156	3246
10265	26186	6492
10265	27104	3787
10265	4434	3787
10267	11752	3246
10267	13926	5951
10267	16048	3246
10267	1678	4328
10267	17799	7574
10267	18358	5951
10267	19246	5410
10267	20267	4869
10267	21571	5410
10267	2411	3246
10267	24278	7033
10267	27867	4869
10267	6640	2705
10267	668	3787
10267	6962	2705
10267	760	4869
10280	10691	6492
10280	13289	1623
10280	18108	5951
10280	20178	2705
10280	21071	4328
10280	21891	3787
10280	24987	3787
10280	3595	3787
10280	5978	5410
10280	6479	4869
10280	6733	3787
10298	12904	5410
10298	13144	3246
10298	17008	3787
10298	18131	1623
10298	19489	4869
10298	21055	3787
10298	25678	4328
10298	854	3246
103	10770	5951
103	1630	4328
103	24620	3246
103	26854	6492
103	29210	5410
103	6896	2705
103	9549	3787
10315	13241	4869
10315	14518	3246
10315	20948	5951
10315	23868	4328
10315	24078	3787
10315	28702	5951
10315	5283	3246
10315	7393	3787
10343	12809	5410
10343	12901	4328
10343	13032	5951
10343	18624	2164
10343	26509	5410
10343	28923	4328
10343	6053	2705
